epoch,training_loss
1,1.8164584509372712
2,1.8164069780349732
3,1.816403001832962
4,1.8163251904964448
5,1.8162732329368592
6,1.8162270945072174
7,1.816170768594742
8,1.8161375584602355
9,1.8160600409984589
10,1.8159543537139893
11,1.8160050117492677
12,1.815937647151947
13,1.8159379985809325
14,1.8158467759609223
15,1.8158328889369966
16,1.8157635313510896
17,1.8156591324806213
18,1.8157200336933137
19,1.8157210216522217
20,1.8155677235126495
21,1.8155927084922792
22,1.8155216560840606
23,1.8155156688213347
24,1.8153816602230073
25,1.8153641392230988
26,1.8154369292259216
27,1.8152432566642762
28,1.8152460529327392
29,1.8152635248184203
30,1.8151423254013062
31,1.8150847724437713
32,1.8149957555770875
33,1.8149249060630799
34,1.8149664002418517
35,1.8149975395679474
36,1.8148653683185578
37,1.8148985455513
38,1.8148352124214173
39,1.8147550399303436
40,1.8147711369991302
41,1.8146978607177735
42,1.814599871635437
43,1.8145107937812806
44,1.8145764218330382
45,1.8144679123401641
46,1.8144360517024993
47,1.81446813621521
48,1.8142930235385895
49,1.8143051476955414
50,1.8142068136692047
